source,campaign,region,locality,preferred_doctor_gender,reason_for_visit,patient_insured,number_of_match_results,out_network_results_shown,in_network_results_shown,avg_distance_overall,appointment_requested
www.healthcare.com,Unknown,Seattle,Spokane,No Pref,Urgent Issue,f,0,0,0,,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,f,9,0,0,2161.831872,f
SEO - C/S Page,Unknown,Chicago,Chicago,F,Checkup,t,9,2,7,12858.82316,f
facebook,san_diego_doctor_patient_acquisition,San Jose,San Jose,No Pref,Urgent Issue,t,9,6,3,9053.945038,f
www.healthcare.com,search_austin_local,Austin,Austin,No Pref,Specific Treatment,t,9,5,4,11874.61505,f
facebook,san_diego_doctor_patient_acquisition,San Diego,San Diego,No Pref,Checkup,t,9,9,0,10148.86028,t
Branded - SEO,Unknown,San Jose,San Jose,F,Checkup,f,6,0,0,9710.813673,f
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,2,7,6667.384953,t
www.healthcare.com,Unknown,Chicago,Chicago,M,Checkup,t,9,3,6,3106.89555,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,F,Checkup,t,4,3,1,10448.65743,f
facebook,austin_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,4,5,5399.777993,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Urgent Issue,f,9,0,0,2567.99322,f
facebook,san_jose_doctor_patient_acquisition,San Jose,San Jose,No Pref,Checkup,t,9,1,8,11670.39952,t
www.healthcare.com,search_chicago_metro,Chicago,Chicago,No Pref,Checkup,t,9,0,9,4335.447373,f
SEO - C/S Page,Unknown,Chicago,Chicago,F,Urgent Issue,f,9,0,0,8857.727832999999,f
facebook,doctor_patient_acquisition,Denver,Montrose,No Pref,Checkup,t,0,0,0,,f
adwords,search_chicago_local,Chicago,Rockford,No Pref,Specific Treatment,t,0,0,0,,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,f,9,0,0,4605.735751,f
adwords,search_austin_local,Austin,Austin,No Pref,Urgent Issue,t,9,6,3,13729.00702,f
www.healthcare.com,Unknown,Chicago,Chicago,No Pref,Checkup,f,9,0,0,2397.54017,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,f,9,0,0,4093.354257,t
facebook,austin_doctor_patient_acquisition,Denver,Denver,No Pref,Specific Treatment,t,9,7,2,6889.661375,f
Branded - SEO,Unknown,Austin,Pflugerville,No Pref,Checkup,f,8,0,0,16647.179669999998,f
facebook,denver_doctor_patient_acquisition,Denver,Kiowa,F,Checkup,t,0,0,0,,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,F,Checkup,t,9,3,6,11702.04268,f
SEO - C/S Page,Unknown,Austin,San Antonio,M,Checkup,f,0,0,0,,f
facebook,seattle_doctor_patient_acquisition,Seattle,Redmond,F,Checkup,t,9,4,5,11723.83468,t
Branded - SEO,Unknown,Chicago,Des Plaines,M,Checkup,t,9,7,2,13910.52313,f
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,9,0,5747.254678,f
facebook,san_diego_doctor_patient_acquisition,San Diego,San Diego,No Pref,Specific Treatment,f,9,0,0,11308.93947,f
facebook,austin_doctor_patient_acquisition,Denver,Aurora,F,Checkup,f,6,0,0,14049.17106,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Specific Treatment,f,9,0,0,9081.583804,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,M,Checkup,t,6,2,4,12733.80569,f
adwords,search_chicago_metro,Chicago,Bensenville,No Pref,Checkup,t,9,0,9,20355.1542,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Specific Treatment,t,9,3,6,13475.11551,t
facebook,seattle_doctor_patient_acquisition,Seattle,Mountlake Terrace,M,Checkup,f,9,0,0,14338.70998,t
Direct,Unknown,Chicago,Chicago,No Pref,Checkup,t,9,0,9,2553.7583870000008,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Urgent Issue,f,9,0,0,7797.135161,f
www.healthcare.com,search_chicago_local,Chicago,Chicago,M,Urgent Issue,t,9,7,2,10172.39923,f
adwords,search_chicago_local,Chicago,Chicago,F,Checkup,f,9,0,0,3778.162099,f
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,9,0,9119.957901,f
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,0,9,9518.85587,t
adwords,search_chicago_local,Chicago,Elmhurst,F,Specific Treatment,f,4,0,0,20486.34911,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,F,Urgent Issue,f,9,0,0,15683.32741,f
Branded - Adwords,branded_keywords,San Francisco,San Francisco,No Pref,Checkup,t,9,5,4,3157.845609,f
facebook,austin_doctor_patient_acquisition,Denver,Aurora,No Pref,Checkup,f,8,0,0,15560.29864,f
Patients,Unknown,San Jose,San Jose,No Pref,Checkup,t,9,7,2,9898.135753,f
m.facebook.com,Unknown,Austin,Austin,No Pref,Urgent Issue,t,8,6,2,9750.247615,f
facebook,chicago_doctor_patient_acquisition,Chicago,Calumet City,No Pref,Specific Treatment,t,2,2,0,18681.46327,t
facebook,austin_doctor_patient_acquisition,Denver,Aurora,No Pref,Checkup,t,8,5,3,15560.29864,f
jan_2018_high_offer,jan_2018_high_offer,San Francisco,Berkeley,No Pref,Specific Treatment,t,9,8,1,17447.90013,f
facebook,san_diego_doctor_patient_acquisition,San Jose,Palo Alto,No Pref,Checkup,f,9,0,0,20037.52412,f
facebook,san_jose_doctor_patient_acquisition,San Jose,San Jose,No Pref,Checkup,t,9,2,7,13143.97343,t
facebook,seattle_doctor_patient_acquisition,Seattle,South Hill,F,Specific Treatment,t,1,1,0,17208.85508,f
facebook,chicago_doctor_patient_acquisition,Chicago,Berwyn,No Pref,Checkup,t,9,0,9,11153.74141,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,3,6,11089.14486,f
www.ltsmiles.com,Unknown,San Diego,Escondido,M,Specific Treatment,t,2,0,2,8575.109238,f
facebook,chicago_doctor_patient_acquisition,Chicago,Frankfort,No Pref,Checkup,t,3,0,3,16523.5815,t
lm.facebook.com,,Denver,Denver,No Pref,Checkup,t,9,2,7,7283.358063,f
adwords,search_chicago_local,Chicago,Chicago,No Pref,Urgent Issue,f,9,0,0,4914.416278,f
jan_2018_high_offer,jan_2018_high_offer,Chicago,Chicago,No Pref,Urgent Issue,t,9,0,9,5388.061132,t
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,0,9,7765.948618,f
Direct,Unknown,San Diego,San Diego,F,Urgent Issue,f,4,0,0,11456.31766,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,M,Checkup,f,9,0,0,3273.20345,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,F,Checkup,t,5,1,4,3034.48815,f
may_long_weekend,patient_leads_may_2018,Austin,Cedar Park,No Pref,Checkup,t,8,6,2,15227.55134,t
SEO - C/S Page,Unknown,Austin,San Antonio,No Pref,Specific Treatment,t,0,0,0,,f
Patients,Unknown,Austin,Irving,No Pref,Checkup,t,0,0,0,,f
facebook,chicago_doctor_patient_acquisition,Austin,Dumas,No Pref,Checkup,t,0,0,0,,f
facebook,doctor_patient_acquisition,Denver,Denver,F,Urgent Issue,f,6,0,0,5281.74298,f
patient_leads_may_2018,patient_leads_may_2018,San Francisco,San Francisco,F,Checkup,t,5,2,3,2869.025987,t
facebook,doctor_patient_acquisition,Denver,Denver,No Pref,Urgent Issue,f,9,0,0,6702.349854,t
Patients,Unknown,Chicago,Chicago,No Pref,Checkup,t,9,6,3,9307.426635,f
try.healthcare.com,Unknown,Chicago,Chicago,No Pref,Checkup,f,9,0,0,7799.655390000001,t
patient_leads_may_2018,patient_leads_may_2018,San Francisco,San Francisco,No Pref,Checkup,t,9,5,4,2567.99322,t
Branded - Adwords,branded_keywords,Seattle,Seattle,No Pref,Checkup,t,9,0,9,6935.143198999999,f
facebook,chicago_doctor_patient_acquisition,Chicago,Orland Park,No Pref,Checkup,t,7,0,7,16016.563869999998,f
adwords,search_seattle_metro,Seattle,Everett,F,Checkup,t,3,3,0,12805.49446,f
may_long_weekend,patient_leads_may_2018,Seattle,Seattle,No Pref,Checkup,t,9,0,9,6621.827164,f
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,F,Checkup,t,9,7,2,16304.10941,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Urgent Issue,t,9,9,0,11937.56944,f
Branded - Adwords,branded_keywords,Seattle,Seattle,F,Checkup,t,9,2,7,7490.68251,t
facebook,doctor_patient_acquisition,San Jose,San Jose,No Pref,Checkup,t,9,0,9,7956.76755,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,F,Checkup,t,4,1,3,11606.83127,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,M,Checkup,t,6,5,1,16471.106659999998,f
growsumo,Unknown,San Francisco,San Francisco,No Pref,Urgent Issue,f,9,0,0,3919.979504,t
Direct,us_doctor_patient_remarketing,San Francisco,Mill Valley,No Pref,Checkup,t,9,7,2,17493.8636,f
facebook,denver_doctor_patient_acquisition,Denver,Lakewood,No Pref,Checkup,t,9,3,6,10609.28849,t
SEO - C/S Page,Unknown,Austin,Houston,No Pref,Checkup,t,9,9,0,18869.36559,f
adwords,search_seattle_metro,Seattle,Everett,No Pref,Urgent Issue,t,8,2,6,12737.75016,f
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,0,9,7052.434573000001,f
facebook,austin_doctor_patient_acquisition,Austin,Cedar Park,No Pref,Specific Treatment,t,7,3,4,15924.65449,f
Branded - SEO,Unknown,San Francisco,San Francisco,No Pref,Specific Treatment,t,9,7,2,3919.979504,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,F,Urgent Issue,f,9,0,0,8699.57833,f
www.healthcare.com,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Specific Treatment,f,9,0,0,5528.577013,t
facebook,austin_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,4,5,5399.777993,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Urgent Issue,t,9,9,0,13448.10335,f
www.healthcare.com,san_jose_doctor_patient_acquisition,San Jose,San Jose,No Pref,Checkup,f,9,0,0,9135.112829000003,f
facebook,Unknown,San Diego,Santee,No Pref,Checkup,t,9,7,2,16071.62703,t
www.healthcare.com,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,5,4,10017.67547,f
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,9,0,11419.27897,f
Direct,Unknown,Chicago,Chicago,No Pref,Checkup,t,9,4,5,7325.832458,f
facebook,austin_doctor_patient_acquisition,Austin,Pflugerville,No Pref,Specific Treatment,t,7,4,3,17900.95007,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,8,1,4982.730797,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,F,Specific Treatment,f,4,0,0,11606.83127,f
Patients,Unknown,Denver,Denver,No Pref,Checkup,f,9,0,0,5528.577013,t
Branded - Adwords,branded_keywords,Chicago,Chicago,No Pref,Checkup,t,9,8,1,4982.730797,t
facebook,austin_doctor_patient_acquisition,Denver,Lakewood,No Pref,Checkup,t,9,5,4,10385.27722,f
adwords,search_chicago_local,Chicago,Chicago,M,Urgent Issue,t,9,8,1,4219.094888000001,f
facebook,austin_doctor_patient_acquisition,Denver,Boulder,No Pref,Checkup,t,0,0,0,,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,M,Specific Treatment,f,4,0,0,14652.24946,f
facebook,san_jose_doctor_patient_acquisition,San Jose,San Jose,F,Urgent Issue,f,6,0,0,11151.8895,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,0,9,2754.270028,f
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,0,9,7930.54016,t
facebook,san_jose_doctor_patient_acquisition,San Jose,San Jose,F,Checkup,f,6,0,0,11944.32402,f
facebook,chicago_doctor_patient_acquisition,Chicago,Evanston,No Pref,Specific Treatment,f,9,0,0,8965.804435,t
cancellation,new,Seattle,Bellingham,No Pref,Checkup,t,0,0,0,,f
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,3,6,10421.76552,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,3,6,13581.647169999998,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,M,Specific Treatment,t,9,7,2,11560.73727,f
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Specific Treatment,t,9,4,5,10829.25229,f
facebook,us_doctor_patient_ad_testing,Seattle,Seattle,No Pref,Checkup,t,9,0,9,7584.71386,t
www.healthcare.com,us_doctor_patient_remarketing,Austin,San Antonio,No Pref,Checkup,t,0,0,0,,f
adwords,search_sanfrancisco_local,San Francisco,San Francisco,No Pref,Checkup,t,9,8,1,4192.756676,f
try.healthcare.com,Unknown,Seattle,Bellevue,No Pref,Urgent Issue,f,9,0,0,7317.870267,f
facebook,austin_doctor_patient_acquisition,Denver,Broomfield,No Pref,Checkup,f,9,0,0,19909.11647,f
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,3,6,9169.466908,t
facebook,denver_doctor_patient_acquisition,Denver,Arvada,No Pref,Checkup,t,9,8,1,12212.2614,f
adwords,search_seattle_metro,Seattle,Everett,No Pref,Urgent Issue,f,6,0,0,10701.91323,f
SEO - C/S Page,Unknown,Denver,Colorado Springs,No Pref,Specific Treatment,t,0,0,0,,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Specific Treatment,t,9,9,0,2386.5044390000007,f
www.healthcare.com,search_austin_local,Austin,Austin,No Pref,Checkup,t,9,3,6,18081.46441,f
Patients,Unknown,Denver,Denver,No Pref,Checkup,t,9,7,2,5742.771818,t
facebook,seattle_doctor_patient_acquisition,Seattle,Renton,No Pref,Checkup,t,9,0,9,9143.70618,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,f,9,0,0,3919.979504,f
facebook,denver_doctor_patient_acquisition,Denver,Denver,F,Specific Treatment,t,6,1,5,6862.7358049999975,f
facebook,san_jose_doctor_patient_acquisition,San Jose,San Jose,No Pref,Checkup,t,9,8,1,6196.569453,f
facebook,san_diego_doctor_patient_acquisition,San Diego,San Diego,No Pref,Urgent Issue,t,8,8,0,10642.03982,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,0,9,2842.424883,f
jan_2018_high_offer,jan_2018_high_offer,Chicago,Chicago,No Pref,Checkup,t,9,0,9,8156.733173,f
facebook,denver_doctor_patient_acquisition,Denver,Englewood,No Pref,Checkup,t,9,7,2,18308.46227,t
facebook,san_jose_doctor_patient_acquisition,San Jose,San Jose,No Pref,Specific Treatment,t,9,3,6,8270.274866,f
facebook,chicago_doctor_patient_acquisition,Chicago,Lisle,No Pref,Checkup,t,7,3,4,11650.9041,f
try.healthcare.com,Unknown,Austin,Austin,No Pref,Checkup,f,9,0,0,9478.208664,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,F,Checkup,t,9,0,9,19788.304480000006,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,f,9,0,0,9938.496475,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,5,4,8788.974546,f
mail.google.com,Unknown,Chicago,West Chicago,No Pref,Checkup,t,6,2,4,14051.70718,t
Branded - Adwords,branded_keywords,Chicago,Chicago,No Pref,Checkup,t,9,0,9,8215.318229,f
facebook,us_doctor_patient_ad_testing,Chicago,Chicago,No Pref,Checkup,f,9,0,0,7242.942701000001,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,0,9,3244.734339,t
facebook,seattle_doctor_patient_acquisition,Austin,Carrollton,F,Checkup,t,0,0,0,,f
adwords,search_seattle_metro,Seattle,Kirkland,No Pref,Urgent Issue,f,9,0,0,8639.570101000001,f
adwords,search_sanfrancisco_local,San Francisco,San Francisco,No Pref,Specific Treatment,f,9,0,0,9165.556053,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Urgent Issue,f,9,0,0,8209.442337,f
SEO - C/S Page,Unknown,Austin,Houston,No Pref,Urgent Issue,f,9,0,0,4796.211581000001,f
facebook,san_diego_doctor_patient_acquisition,San Diego,San Diego,F,Checkup,t,4,2,2,11720.10475,f
Patients,Unknown,Austin,San Antonio,F,Checkup,f,0,0,0,,f
facebook,jan_2018_high_offer,Seattle,Seattle,F,Checkup,t,9,5,4,8812.982672,f
adwords,search_seattle_metro,Seattle,Kent,No Pref,Urgent Issue,t,9,0,9,13690.838719999998,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Specific Treatment,f,8,0,0,17627.25966,f
jan_2018_high_offer,jan_2018_high_offer,Seattle,Seattle,F,Checkup,t,9,5,4,8812.982672,t
facebook,us_doctor_patient_remarketing,Denver,Greenwood Village,No Pref,Urgent Issue,t,9,8,1,16154.075319999998,t
facebook,chicago_doctor_patient_acquisition,Chicago,Cicero,No Pref,Checkup,t,9,0,9,9159.161086,f
facebook,seattle_doctor_patient_acquisition,Seattle,Graham,No Pref,Specific Treatment,t,0,0,0,,f
facebook,san_diego_doctor_patient_acquisition,San Diego,San Diego,M,Checkup,t,6,6,0,13289.22581,f
Patients,Unknown,Denver,Aurora,No Pref,Checkup,t,9,4,5,16159.36345,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Urgent Issue,t,9,0,9,19769.40792,f
facebook,san_jose_doctor_patient_acquisition,San Jose,San Jose,F,Checkup,t,6,2,4,11525.63318,f
facebook,san_diego_doctor_patient_acquisition,San Diego,El Cajon,F,Checkup,t,1,1,0,16130.52093,f
patient_leads_may_2018,patient_leads_may_2018,San Diego,San Diego,No Pref,Checkup,t,8,6,2,10642.03982,f
facebook,chicago_doctor_patient_acquisition,Austin,Grand Prairie,No Pref,Checkup,t,0,0,0,,f
adwords,search_chicago_local,Chicago,Chicago,No Pref,Urgent Issue,t,9,0,9,6285.246057,f
Patients,Unknown,Seattle,Seattle,No Pref,Urgent Issue,t,9,2,7,5344.569922,t
facebook,chicago_doctor_patient_acquisition,Chicago,Buffalo Grove,M,Specific Treatment,t,5,1,4,18952.55221,f
facebook,doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,4,5,6600.570487,f
facebook,chicago_doctor_patient_acquisition,Austin,Balch Springs,No Pref,Specific Treatment,t,0,0,0,,f
facebook,seattle_doctor_patient_acquisition,Seattle,Bothell,No Pref,Urgent Issue,f,9,0,0,14017.12051,f
facebook,seattle_doctor_patient_acquisition,Seattle,Renton,No Pref,Specific Treatment,f,9,0,0,13275.75657,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Specific Treatment,f,9,0,0,13331.70171,f
facebook,san_diego_doctor_patient_acquisition,San Diego,San Diego,No Pref,Checkup,t,9,6,3,11308.93947,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,f,8,0,0,18482.3394,f
facebook,chicago_doctor_patient_acquisition,Chicago,Champaign,M,Checkup,t,0,0,0,,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Specific Treatment,t,9,8,1,13475.11551,t
facebook,sanfrancisco_doctor_patient_acquisition,San Francisco,San Francisco,M,Checkup,t,4,0,4,3535.076979,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,F,Specific Treatment,f,9,0,0,7222.2497870000025,f
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,f,9,0,0,8540.773726000001,t
facebook,denver_doctor_patient_acquisition,Denver,Aurora,No Pref,Specific Treatment,t,9,9,0,14871.5668,f
facebook,chicago_doctor_patient_acquisition,Chicago,Skokie,F,Checkup,t,9,3,6,13703.42014,f
try.healthcare.com,Unknown,Seattle,Redmond,F,Specific Treatment,t,9,8,1,11723.83468,f
facebook,doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,6,3,5896.759322,f
jan_2018_high_offer,jan_2018_high_offer,Seattle,Kent,No Pref,Checkup,t,9,8,1,13593.449530000002,f
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Specific Treatment,f,9,0,0,6445.099733,f
facebook,san_jose_doctor_patient_acquisition,San Jose,San Jose,No Pref,Specific Treatment,f,9,0,0,9468.195082,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,M,Checkup,f,4,0,0,11219.45593,f
adwords,search_chicago_local,Chicago,Chicago,No Pref,Specific Treatment,f,9,0,0,9446.728263,f
facebook,chicago_doctor_patient_acquisition,Chicago,Harvey,No Pref,Checkup,t,4,0,4,20426.67734,t
facebook,chicago_doctor_patient_acquisition,Chicago,Westchester,No Pref,Checkup,f,9,0,0,14858.32196,t
adwords,search_chicago_local,Chicago,Chicago,No Pref,Specific Treatment,f,9,0,0,8146.911440000001,f
facebook,chicago_doctor_patient_acquisition,Chicago,Des Plaines,No Pref,Specific Treatment,t,9,9,0,10959.36245,f
facebook,san_jose_doctor_patient_acquisition,San Jose,San Jose,M,Checkup,t,6,2,4,12427.86819,f
facebook,Unknown,Seattle,Seattle,No Pref,Checkup,t,9,8,1,4334.46403,f
facebook,san_jose_doctor_patient_acquisition,San Jose,San Jose,No Pref,Checkup,t,9,5,4,8664.299737000001,f
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,f,9,0,0,9650.175141,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,0,9,3029.29899,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,4,5,11601.84872,f
facebook,denver_doctor_patient_acquisition,Denver,Littleton,No Pref,Checkup,f,9,0,0,16117.44945,f
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,f,9,0,0,7548.109015999998,f
facebook,san_jose_doctor_patient_acquisition,San Jose,San Jose,No Pref,Urgent Issue,f,9,0,0,16200.40278,f
facebook,san_jose_doctor_patient_acquisition,San Jose,San Jose,No Pref,Checkup,t,9,2,7,11670.39952,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,M,Specific Treatment,t,6,2,4,12392.6543,f
facebook,us_doctor_patient_remarketing,Denver,Lakewood,No Pref,Checkup,t,9,3,6,8102.208211,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Specific Treatment,f,9,0,0,3696.140502,t
Direct,Unknown,Chicago,Chicago,F,Urgent Issue,t,9,7,2,15790.31896,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,9,8,1,2054.118931,t
www.healthcare.com,Unknown,San Francisco,San Francisco,No Pref,Checkup,t,9,1,8,3984.594095,f
